pid	sen_a	sen_b	label
2416	Are there any recent review articles on colposcopy and LEEP (loop electrosurgical excision procedure)?	Let's give these immunizations.  That's right isn't it?	false
2417	Are there any good reviews of management of rape in the emergency room?	Are there any good reviews on management of rape in the emergency room?	true
2418	What should you do if a patient comes after trying to give blood, saying they tested positive for Hepatitis C virus?	What should you do if a patient comes after trying to give blood, saying they tested positive for Hepatitis C?	true
2419	What should you do if a patient comes after trying to give blood, saying they tested positive for Hepatitis C virus?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
2420	When does the incidence of testicular cancer fall off in terms of age?  When is it OK to stop doing self exams?	When does the incidence of testicular cancer fall off in terms of age?	true
2421	When does the incidence of testicular cancer fall off in terms of age?  When is it OK to stop doing self exams?	Patient reluctant to take medication. How to control hypertension and still get her cooperation?	false
2422	Do hot tubs cause urinary tract infections?	Do hot tubs cause urinary tract infections?	true
2423	Do hot tubs cause urinary tract infections?	Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.	false
2424	Is there an association between HLA-B27 and iritis?	Is there an association between HLA-B27 and iritis?	true
2425	What would cause burning and tingling and urinary urgency after ejaculation?  Would retrograde ejaculation do that?	What would cause burning and tingling and urinary urgency after ejaculation?	true
2426	What would cause burning and tingling and urinary urgency after ejaculation?  Would retrograde ejaculation do that?	I wonder if this patient could have a rotator cuff thing?	false
2427	Can herpes zoster involve both sides of the head?  Can a few other scattered lesions on the trunk occur normally?	Can herpes zoster involve both sides of the head?	true
2428	Can herpes zoster involve both sides of the head?  Can a few other scattered lesions on the trunk occur normally?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	false
2429	Can multiple sclerosis cause dysphagia?	Can multiple sclerosis cause dysphagia?	true
2430	Can multiple sclerosis cause dysphagia?	How do you inject the bicipital tendon?	false
2431	Should a 77-year-old woman with herpes zoster on the face be treated with steroids to prevent post herpetic neuralgia?  How good is the evidence?	Should a 77-year-old woman with herpes zoster on the face be treated with steroids?	true
2432	Should a 77-year-old woman with herpes zoster on the face be treated with steroids to prevent post herpetic neuralgia?  How good is the evidence?	Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?	false
2433	What is the captopril DTPA (diethylenetriamine pentaacetic acid) study and how is it done?  Hospital X does not know what DTPA stands for even after looking at the package insert. DTPA is the isotope.	What is the captopril DTPA (diethylenetriamine pentaacetic acid) study and how is it done?	true
2434	What is the captopril DTPA (diethylenetriamine pentaacetic acid) study and how is it done?  Hospital X does not know what DTPA stands for even after looking at the package insert. DTPA is the isotope.	Patient with pelvic inflammatory disease and generalized abdominal pain, is it Fitz-Hugh-Curtis syndrome?	false
2435	How old should an adult male be before routine rectal exams should be done with physical examinations?	How old should an adult male be before routine rectal examinations should be done?	true
2436	How old should an adult male be before routine rectal exams should be done with physical examinations?	Why is this otherwise healthy 28-year-old woman short of breath?	false
2437	What is the difference between a chalazion and a hordeolum?	What is the difference between a chalazion and a hordeolum?	true
2438	What causes a high ferritin with normal iron and TIBC (total iron binding capacity)?	What causes a high ferritin with normal iron and TIBC (total iron binding capacity)?	true
2439	What causes a high ferritin with normal iron and TIBC (total iron binding capacity)?	What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)	false
2440	Has an autonomic neuropathy caused decreased gastrointestinal motility and dysphagia similar to patient X been described?	Can an autonomic neuropathy cause decreased gastrointestinal motility and dysphagia?	true
2441	Has an autonomic neuropathy caused decreased gastrointestinal motility and dysphagia similar to patient X been described?	How should I treat polymenorrhea in a 14-year-old girl?	false
2442	What is Klippel Feil Syndrome?  What are the manifestations?	What is Klippel Feil Syndrome?	true
2443	What are the causes of isolated hypophosphatemia?  Can nonsteroidal antiinflammatory drugs cause hypophosphatemia?	What are the causes of isolated hypophosphatemia?	true
2444	What are the causes of isolated hypophosphatemia?  Can nonsteroidal antiinflammatory drugs cause hypophosphatemia?	What is the cause and treatment of this old man's stomatitis?	false
2445	Do you always need to treat a fractured fifth metatarsal with a cast, or is an ace wrap sometimes enough?	Do you always need to treat a fractured fifth metatarsal with a cast?	true
2446	Do you always need to treat a fractured fifth metatarsal with a cast, or is an ace wrap sometimes enough?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
2447	What are the risks of recurrent seizures if you stop seizure medications after a prolonged seizure-free period?	What are the risks of seizures if you stop seizure medications after a prolonged seizure-free period?	true
2448	What are the risks of recurrent seizures if you stop seizure medications after a prolonged seizure-free period?	It's not clear what's going on with her. I may treat her for diverticulitis.	false
2449	Is there an association between Crohn's disease and acute delusional psychosis?	Is there an association between Crohn's disease and acute delusional psychosis?	true
2450	Is there an association between Crohn's disease and acute delusional psychosis?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
2451	What do hyperacute (symmetric tall peaked) T waves look like on an electrocardiogram and what is their significance?	What do hyperacute (symmetric tall peaked) T waves look like on an electrocardiogram and what is their significance?	true
2452	What do hyperacute (symmetric tall peaked) T waves look like on an electrocardiogram and what is their significance?	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	false
2453	What was the reference to that article that found that doing a rectal exam does not affect the prostate specific antigen?	What was the article that found that doing a rectal exam does not affect the prostate specific antigen?	true
2454	What was the reference to that article that found that doing a rectal exam does not affect the prostate specific antigen?	Should I wait until baby certain age before I do renal ultrasound for single umbilical artery?	false
2455	Is serum progesterone better than human chorionic gonadotrophin to follow someone with first trimester bleeding to see if they will abort?	Is serum progesterone better than human chorionic gonadotrophin to follow first trimester bleeding?	true
